target_draw_date,model_name,model_version,actual,bonus,final_6_hits,top_6_hits,top_12_hits,top_18_hits,matched_final,brier_score,log_loss,mean_actual_rank
2020-04-29,random,research-v2,"[6, 17, 21, 30, 40, 41]",27,1,1,2,2,[41],0.10745522698522839,0.37177617992704454,24.833333333333332
2020-04-29,ema_gap,research-v2,"[6, 17, 21, 30, 40, 41]",27,0,0,1,3,[],0.1099910915953469,0.3843059694087056,25.833333333333332
2020-04-29,v2_statistical,research-v2,"[6, 17, 21, 30, 40, 41]",27,0,0,1,3,[],0.11119718213487265,0.3855773279356581,26.833333333333332
2020-05-02,random,research-v2,"[15, 18, 26, 34, 43, 45]",42,0,0,2,3,[],0.10745522697691251,0.37177617988835016,23.833333333333332
2020-05-02,ema_gap,research-v2,"[15, 18, 26, 34, 43, 45]",42,0,0,1,2,[],0.11013992055400222,0.3831264387188971,27.0
2020-05-02,v2_statistical,research-v2,"[15, 18, 26, 34, 43, 45]",42,2,2,2,2,"[43, 45]",0.10559132600673332,0.3745810389647043,25.666666666666668
2020-05-06,random,research-v2,"[6, 29, 34, 36, 45, 49]",3,1,1,1,2,[36],0.10745522704661828,0.371776180212698,31.166666666666668
2020-05-06,ema_gap,research-v2,"[6, 29, 34, 36, 45, 49]",3,1,1,2,4,[45],0.10583496652295463,0.36452492311582524,20.0
2020-05-06,v2_statistical,research-v2,"[6, 29, 34, 36, 45, 49]",3,2,2,2,2,"[34, 45]",0.10286798077029029,0.3546720153052685,19.333333333333332
2020-05-09,random,research-v2,"[13, 14, 15, 35, 45, 47]",9,1,1,1,1,[13],0.10745522705644253,0.37177618025841125,32.333333333333336
2020-05-09,ema_gap,research-v2,"[13, 14, 15, 35, 45, 47]",9,2,2,2,2,"[13, 45]",0.10458131965299723,0.35993547879677856,19.166666666666668
2020-05-09,v2_statistical,research-v2,"[13, 14, 15, 35, 45, 47]",9,1,1,1,2,[45],0.10362117437650305,0.3682694010819581,24.166666666666668
2020-05-13,random,research-v2,"[3, 10, 21, 35, 38, 48]",28,1,1,1,4,[21],0.10745522695669853,0.3717761797942924,22.5
2020-05-13,ema_gap,research-v2,"[3, 10, 21, 35, 38, 48]",28,1,1,2,4,[10],0.10480352990710562,0.3574212392303337,16.333333333333332
2020-05-13,v2_statistical,research-v2,"[3, 10, 21, 35, 38, 48]",28,0,0,2,3,[],0.10797993927913135,0.3645875824347674,18.166666666666668
2020-05-16,random,research-v2,"[1, 6, 7, 14, 26, 48]",49,0,0,0,1,[],0.10745522702769257,0.3717761801246349,29.5
2020-05-16,ema_gap,research-v2,"[1, 6, 7, 14, 26, 48]",49,1,1,2,2,[48],0.10724008318416609,0.3694399042074037,21.833333333333332
2020-05-16,v2_statistical,research-v2,"[1, 6, 7, 14, 26, 48]",49,1,1,1,1,[48],0.11238740139300984,0.3906896204135589,26.833333333333332
2020-05-20,random,research-v2,"[8, 23, 25, 34, 37, 47]",4,0,0,1,2,[],0.10745522704329888,0.37177618019725245,30.333333333333332
