model_name,draws,avg_final_hits,avg_top12_hits,avg_top18_hits,avg_brier,avg_log_loss,avg_actual_rank,hit_3plus,hit_4plus,final_hit_lift_vs_random
ema_gap,621,0.7198067632850241,1.4122383252818036,2.101449275362319,0.10891833689495667,0.3783607329850251,25.41867954911433,0.01932367149758454,0.001610305958132045,0.032206119162640934
recent_frequency,621,0.7037037037037037,1.3848631239935587,2.0966183574879227,0.10792185140249536,0.3739524174445155,25.394524959742352,0.01610305958132045,0.00322061191626409,0.016103059581320522
long_frequency,621,0.7020933977455717,1.429951690821256,2.177133655394525,0.10750078826515877,0.3719861832808747,25.213902308105208,0.01288244766505636,0.00322061191626409,0.01449275362318847
random,621,0.6876006441223832,1.4782608695652173,2.219001610305958,0.10745522698875466,0.37177617994345324,25.032742887815353,0.00966183574879227,0.0,0.0
ensemble,621,0.6827697262479872,1.3977455716586151,2.1465378421900163,0.10768258488856136,0.37281445425172005,25.519323671497585,0.020933977455716585,0.00322061191626409,-0.004830917874396046
logistic,621,0.6811594202898551,1.4460547504025765,2.243156199677939,0.10768532016355048,0.37283733947743586,25.136339237788512,0.01932367149758454,0.0,-0.006441223832528098
