target_draw_date,model_name,model_version,actual,bonus,final_6_hits,top_6_hits,top_12_hits,top_18_hits,matched_final,brier_score,log_loss,mean_actual_rank
2020-03-21,long_frequency,v1.0.0,"[6, 11, 22, 36, 37, 44]",10,0,0,0,1,[],0.10803546457092487,0.3744248255155577,30.833333333333332
2020-03-21,recent_frequency,v1.0.0,"[6, 11, 22, 36, 37, 44]",10,0,0,0,0,[],0.11158973427738444,0.3913580917937983,37.166666666666664
2020-03-21,ema_gap,v1.0.0,"[6, 11, 22, 36, 37, 44]",10,1,1,1,2,[36],0.11221654997044846,0.39534062859681257,31.833333333333332
2020-03-21,logistic,v1.0.0,"[6, 11, 22, 36, 37, 44]",10,1,1,2,2,[44],0.10858603514473954,0.3775668946935063,29.333333333333332
2020-03-21,ensemble,v1.0.0,"[6, 11, 22, 36, 37, 44]",10,0,0,1,2,[],0.10963897775325655,0.38212012306771753,31.833333333333332
2020-03-25,random,v1.0.0,"[3, 19, 31, 38, 45, 47]",48,1,1,1,1,[3],0.10745522698875466,0.3717761799434531,30.5
2020-03-25,long_frequency,v1.0.0,"[3, 19, 31, 38, 45, 47]",48,2,2,4,4,"[31, 45]",0.10602163151086776,0.3652202733595118,10.666666666666666
2020-03-25,recent_frequency,v1.0.0,"[3, 19, 31, 38, 45, 47]",48,1,1,2,4,[38],0.10595414244064974,0.3647341671962185,18.5
2020-03-25,ema_gap,v1.0.0,"[3, 19, 31, 38, 45, 47]",48,0,0,1,2,[],0.11042049991409966,0.38257897642840194,27.333333333333332
2020-03-25,logistic,v1.0.0,"[3, 19, 31, 38, 45, 47]",48,2,2,3,4,"[3, 31]",0.10589156818254983,0.3646124797506026,17.5
2020-03-25,ensemble,v1.0.0,"[3, 19, 31, 38, 45, 47]",48,1,1,2,2,[45],0.10656667482348998,0.36720726669055953,18.166666666666668
2020-03-28,random,v1.0.0,"[2, 7, 21, 30, 33, 46]",27,1,1,2,2,[2],0.10745522698875465,0.37177617994345324,23.166666666666668
2020-03-28,long_frequency,v1.0.0,"[2, 7, 21, 30, 33, 46]",27,0,0,1,3,[],0.10714667553775072,0.37025687861083983,18.833333333333332
2020-03-28,recent_frequency,v1.0.0,"[2, 7, 21, 30, 33, 46]",27,1,1,1,3,[2],0.10696165264473137,0.36917579274152285,23.0
2020-03-28,ema_gap,v1.0.0,"[2, 7, 21, 30, 33, 46]",27,1,1,1,3,[2],0.10627850240223759,0.3663309274722095,21.333333333333332
2020-03-28,logistic,v1.0.0,"[2, 7, 21, 30, 33, 46]",27,0,0,1,1,[],0.10762597083080752,0.372261316068601,26.166666666666668
2020-03-28,ensemble,v1.0.0,"[2, 7, 21, 30, 33, 46]",27,1,1,2,3,[2],0.10683805504892907,0.3689453440947162,20.833333333333332
2020-04-01,random,v1.0.0,"[4, 6, 10, 13, 25, 49]",41,2,2,3,4,"[4, 6]",0.10745522698875465,0.3717761799434534,17.833333333333332
2020-04-01,long_frequency,v1.0.0,"[4, 6, 10, 13, 25, 49]",41,0,0,1,1,[],0.1080780152465712,0.3746477108148644,31.333333333333332
2020-04-01,recent_frequency,v1.0.0,"[4, 6, 10, 13, 25, 49]",41,1,1,1,2,[4],0.10794271386922116,0.3735488822166105,25.333333333333332
2020-04-01,ema_gap,v1.0.0,"[4, 6, 10, 13, 25, 49]",41,0,0,0,0,[],0.11259272613927873,0.3923331160524966,31.166666666666668
2020-04-01,logistic,v1.0.0,"[4, 6, 10, 13, 25, 49]",41,0,0,1,1,[],0.10948412164880487,0.3815572494844984,28.166666666666668
